Subject_number,Phase_number,Trial_number,Surprise,Trial_time,Group_time,Surprise_time,Allocation_time,Probabilities_score,Troop_allocation_score,Number_probability_sets,Number_groups,Max_probs_in_set,Layer_type_1,Layer_type_2,Layer_type_3,Layer_type_4,Layer_type_5,Layer_Surprise_1,Layer_Surprise_2,Layer_Surprise_3,Layer_Surprise_4,Layer_Surprise_5,Layer_Surprise_Time_1,Layer_Surprise_Time_2,Layer_Surprise_Time_3,Layer_Surprise_Time_4,Layer_Surprise_Time_5,Center_X_1,Center_X_2,Center_X_3,Center_X_4,Center_Y_1,Center_Y_2,Center_Y_3,Center_Y_4,Circle_R_1,Circle_R_2,Circle_R_3,Circle_R_4,Human_probs_1_1,Human_probs_1_2,Human_probs_1_3,Human_probs_1_4,Human_probs_2_1,Human_probs_2_2,Human_probs_2_3,Human_probs_2_4,Human_probs_3_1,Human_probs_3_2,Human_probs_3_3,Human_probs_3_4,Human_probs_4_1,Human_probs_4_2,Human_probs_4_3,Human_probs_4_4,Human_probs_5_1,Human_probs_5_2,Human_probs_5_3,Human_probs_5_4,Raw_human_probs_1_1,Raw_human_probs_1_2,Raw_human_probs_1_3,Raw_human_probs_1_4,Raw_human_probs_2_1,Raw_human_probs_2_2,Raw_human_probs_2_3,Raw_human_probs_2_4,Raw_human_probs_3_1,Raw_human_probs_3_2,Raw_human_probs_3_3,Raw_human_probs_3_4,Raw_human_probs_4_1,Raw_human_probs_4_2,Raw_human_probs_4_3,Raw_human_probs_4_4,Raw_human_probs_5_1,Raw_human_probs_5_2,Raw_human_probs_5_3,Raw_human_probs_5_4,Normative_probs_1_1,Normative_probs_1_2,Normative_probs_1_3,Normative_probs_1_4,Normative_probs_2_1,Normative_probs_2_2,Normative_probs_2_3,Normative_probs_2_4,Normative_probs_3_1,Normative_probs_3_2,Normative_probs_3_3,Normative_probs_3_4,Normative_probs_4_1,Normative_probs_4_2,Normative_probs_4_3,Normative_probs_4_4,Normative_probs_5_1,Normative_probs_5_2,Normative_probs_5_3,Normative_probs_5_4,Norm_allocation_1,Norm_allocation_2,Norm_allocation_3,Norm_allocation_4,Raw_allocation_1,Raw_allocation_2,Raw_allocation_3,Raw_allocation_4
8,5,1,2,428974,161107,5209,31496,29.9753,50,5,4,4,ns3:MovintLayer,ns3:SigintLayer,ns3:SocintLayer,ns3:ImintLayer,NaN,3,4,2,5,NaN,29682,26096,10840,39411,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,44,24,25,7,29,44,20,7,37,44,16,3,55,34,8,3,43,34,20,3,44,24,25,7,29,44,20,7,37,44,16,3,55,34,8,3,43,34,20,3,64.5335,2.161,31.8674,1.4381,58.2445,7.8017,28.7619,5.1919,90.71,1.7358,6.3991,1.1551,95.1287,0.91016,3.3554,0.60569,85.025,0.81349,11.9961,2.1654,50,27,19,4,50,27,19,4
8,5,2,6,192417,15041,5777,29193,84.3368,13,5,4,4,ns3:MovintLayer,ns3:SocintLayer,ns3:SigintLayer,ns3:ImintLayer,NaN,3,3,2,4,NaN,11849,14553,15817,9760,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,30,20,25,25,25,20,21,34,25,20,21,34,25,12,26,37,32,12,26,30,30,20,25,25,25,20,21,34,25,20,21,34,25,12,26,37,32,12,26,30,21.61,16.3268,35.5311,26.5321,9.4542,28.5712,15.5445,46.4302,8.1823,24.7275,26.9065,40.1838,9.7974,9.8695,32.2175,48.1157,24.6474,24.8288,20.2625,30.2613,32,13,27,28,32,13,27,28
8,5,3,0,162599,19817,7849,28401,61.9491,70,5,4,4,ns3:SigintLayer,ns3:SocintLayer,ns3:MovintLayer,ns3:ImintLayer,NaN,2,1,2,1,NaN,15936,6497,5977,7096,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25,39,11,25,27,39,11,23,29,39,11,21,24,44,11,21,24,62,4,10,25,39,11,25,27,39,11,23,29,39,11,21,24,44,11,21,24,62,4,10,24.3503,43.7086,3.5156e-005,31.9411,30.9383,55.534,4.4668e-005,13.5276,19.8917,71.4108,2.8719e-005,8.6975,5.8449,83.9325,8.4387e-006,10.2226,6.3302,90.9019,2.2849e-006,2.7679,25,70,0,5,25,70,0,5
8,5,4,1,199289,30249,4520,58059,14.7078,66,5,4,4,ns3:ImintLayer,ns3:MovintLayer,ns3:SocintLayer,ns3:SigintLayer,NaN,3,2,2,4,NaN,8592,7935,5561,7130,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20,32,20,28,20,35,20,25,20,41,16,23,16,46,12,26,12,46,18,24,20,32,20,28,20,35,20,25,20,41,16,23,16,46,12,26,12,46,18,24,0.22879,87.4355,5.1341,7.2016,0.25212,96.3496,1.4144,1.9839,0.063827,97.569,0.35807,2.0091,0.032306,98.7696,0.18124,1.0169,0.031958,97.7071,1.255,1.006,3,66,11,20,3,66,11,20
8,5,5,2,164726,25512,4600,25601,57.7386,45,5,4,4,ns3:SocintLayer,ns3:SigintLayer,ns3:ImintLayer,ns3:MovintLayer,NaN,2,2,2,4,NaN,12864,12769,6953,14151,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14,22,18,46,14,22,18,46,14,18,22,46,5,18,24,53,5,18,31,46,14,22,18,46,14,22,18,46,14,18,22,46,5,18,24,53,5,18,31,46,3.5952,23.702,12.6747,60.028,2.2466,14.8112,7.9203,75.0219,2.4928,5.478,8.7881,83.2412,0.66282,1.4566,9.3468,88.5338,2.039,1.1202,28.7531,68.0878,0,23,32,45,0,23,32,45
8,5,6,6,124622,10264,5617,24400,81.3248,10,5,4,4,ns3:SocintLayer,ns3:ImintLayer,ns3:MovintLayer,ns3:SigintLayer,NaN,1,4,2,1,NaN,6056,11400,7833,7382,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,36,25,25,14,36,25,25,14,36,16,34,14,41,14,34,11,52,11,26,11,36,25,25,14,36,25,25,14,36,16,34,14,41,14,34,11,52,11,26,11,39.8542,23.4771,25.6996,10.969,56.9939,16.7869,18.376,7.8432,31.9012,9.3961,41.1424,17.5603,39.9851,2.9443,51.5681,5.5025,82.3439,0.86619,15.1711,1.6188,85,2,10,3,85,2,10,3
8,5,7,6,147339,25648,8600,23974,40.2122,10,5,4,4,ns3:SigintLayer,ns3:ImintLayer,ns3:SocintLayer,ns3:MovintLayer,NaN,3,3,3,2,NaN,17425,5750,11208,12207,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,23,17,43,17,27,17,39,17,34,17,32,17,34,17,32,17,34,14,36,16,23,17,43,17,27,17,39,17,34,17,32,17,34,17,32,17,34,14,36,16,32.5199,2.03,63.7267,1.7233,56.5411,3.5295,36.933,2.9963,80.7119,5.0384,13.1804,1.0693,71.3127,4.4516,23.2909,0.94476,74.3206,1.1599,24.2734,0.24615,34,10,46,10,34,10,46,10
8,5,8,1,131489,11376,3256,24342,48.4452,49,5,4,4,ns3:MovintLayer,ns3:ImintLayer,ns3:SigintLayer,ns3:SocintLayer,NaN,3,2,2,3,NaN,8111,5815,7192,18543,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25,25,25,25,25,15,35,25,25,10,40,25,27,8,40,25,23,8,40,29,25,25,25,25,25,15,35,25,25,10,40,25,27,8,40,25,23,8,40,29,10.2411,3.4544,58.8301,27.4744,13.3341,1.1244,76.5984,8.9431,3.739,0.3153,85.9149,10.0308,21.3771,0.25753,70.1725,8.1929,19.7584,0.23803,64.8587,15.1449,10,0,49,41,10,0,49,41
8,5,9,1,131399,18207,2896,24145,58.2526,68,5,4,4,ns3:SocintLayer,ns3:MovintLayer,ns3:ImintLayer,ns3:SigintLayer,NaN,2,3,4,2,NaN,5239,11087,9512,17552,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,40,34,14,12,44,34,10,12,44,37,7,12,44,28,7,21,44,28,7,21,40,34,14,12,44,34,10,12,44,37,7,12,44,28,7,21,44,28,7,21,71.3679,26.9639,0.25972,1.4085,83.292,15.7345,0.15156,0.82189,55.6508,42.0514,0.10126,2.1966,52.0619,39.3396,0.37892,8.2196,55.0802,41.6202,0.40089,2.8987,68,7,0,25,68,7,0,25
8,5,10,3,108230,3296,4944,3034,67.7907,25,5,4,4,ns3:ImintLayer,ns3:SigintLayer,ns3:MovintLayer,ns3:SocintLayer,NaN,2,2,2,3,NaN,10305,8585,5472,17961,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25,25,25,25,21,9,34,36,21,7,34,38,18,7,34,41,18,7,34,41,25,25,25,25,21,9,34,36,21,7,34,38,18,7,34,41,18,7,34,41,39.4903,14.5422,13.219,32.7485,16.5994,6.1127,22.2259,55.062,17.3046,2.1241,23.1701,57.4012,6.2118,3.05,8.3174,82.4209,6.0279,5.9194,8.0712,79.9815,25,25,25,25,25,25,25,25
9,5,1,2,401065,85005,4306,21902,18.9186,41,5,4,4,ns3:MovintLayer,ns3:SigintLayer,ns3:SocintLayer,ns3:ImintLayer,NaN,4,3,1,4,NaN,87471,56707,10733,40045,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,48,29,18,5,22,48,10,20,1,68,10,21,49,30,7,14,42,42,5,11,73,43,29,8,35,78,18,33,0,62,10,20,68,42,10,21,49,49,7,14,64.5335,2.161,31.8674,1.4381,58.2445,7.8017,28.7619,5.1919,90.71,1.7358,6.3991,1.1551,95.1287,0.91016,3.3554,0.60569,85.025,0.81349,11.9961,2.1654,41,40,0,19,76,74,0,37
9,5,2,4,245280,17768,14289,57752,42.3646,1,5,4,4,ns3:MovintLayer,ns3:SocintLayer,ns3:SigintLayer,ns3:ImintLayer,NaN,5,1,1,2,NaN,15116,44554,19095,21232,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,47,3,47,3,30,2,28,40,30,2,28,40,31,1,28,40,55,1,10,34,61,3,61,5,34,3,33,47,30,2,28,40,30,0,28,40,69,1,13,43,21.61,16.3268,35.5311,26.5321,9.4542,28.5712,15.5445,46.4302,8.1823,24.7275,26.9065,40.1838,9.7974,9.8695,32.2175,48.1157,24.6474,24.8288,20.2625,30.2613,72,1,22,5,79,0,25,6
9,5,3,0,157842,18970,2714,45288,87.2512,92,5,4,4,ns3:SigintLayer,ns3:SocintLayer,ns3:MovintLayer,ns3:ImintLayer,NaN,2,1,2,1,NaN,10406,4930,13588,8596,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,28,42,3,27,35,52,4,9,31,59,3,7,24,69,2,5,19,76,2,3,50,75,6,50,28,42,3,8,35,68,4,9,31,91,3,7,24,96,2,5,24.3503,43.7086,3.5156e-005,31.9411,30.9383,55.534,4.4668e-005,13.5276,19.8917,71.4108,2.8719e-005,8.6975,5.8449,83.9325,8.4387e-006,10.2226,6.3302,90.9019,2.2849e-006,2.7679,1,92,0,7,0,92,0,7
9,5,4,2,169526,20530,3198,34554,25.5266,50,5,4,4,ns3:ImintLayer,ns3:MovintLayer,ns3:SocintLayer,ns3:SigintLayer,NaN,3,2,0,4,NaN,8143,11622,7442,15647,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,17,39,16,28,22,45,12,21,16,52,8,24,13,63,6,18,11,53,25,11,25,60,25,43,29,60,16,28,22,73,12,34,16,83,8,24,13,63,29,14,0.22879,87.4355,5.1341,7.2016,0.25212,96.3496,1.4144,1.9839,0.063827,97.569,0.35807,2.0091,0.032306,98.7696,0.18124,1.0169,0.031958,97.7071,1.255,1.006,9,50,32,9,13,77,50,14
9,5,5,5,253721,70497,4462,99342,46.175,30,5,4,4,ns3:SocintLayer,ns3:SigintLayer,ns3:ImintLayer,ns3:MovintLayer,NaN,1,1,2,2,NaN,3822,6646,7675,6443,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,18,31,17,34,15,26,14,45,23,19,17,41,16,13,25,46,20,9,43,28,25,47,25,50,18,31,17,56,30,26,23,56,23,19,36,69,32,13,71,46,3.5952,23.702,12.6747,60.028,2.2466,14.8112,7.9203,75.0219,2.4928,5.478,8.7881,83.2412,0.66282,1.4566,9.3468,88.5338,2.039,1.1202,28.7531,68.0878,10,1,59,30,13,0,79,40
9,5,6,4,140121,9266,5912,11903,85.7625,29,5,4,4,ns3:SocintLayer,ns3:ImintLayer,ns3:MovintLayer,ns3:SigintLayer,NaN,0,4,2,2,NaN,2793,9594,8284,7316,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,40,26,17,17,46,24,15,15,24,12,32,32,25,8,48,19,62,3,32,3,55,35,25,25,51,26,17,17,46,24,64,64,41,12,80,32,91,5,48,5,39.8542,23.4771,25.6996,10.969,56.9939,16.7869,18.376,7.8432,31.9012,9.3961,41.1424,17.5603,39.9851,2.9443,51.5681,5.5025,82.3439,0.86619,15.1711,1.6188,71,0,29,0,88,0,37,0
9,5,7,6,175252,11622,7940,88812,43.5414,0,5,4,4,ns3:SigintLayer,ns3:ImintLayer,ns3:SocintLayer,ns3:MovintLayer,NaN,4,2,1,4,NaN,5304,9921,3463,6209,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,27,20,34,19,33,24,20,23,47,26,13,14,42,23,23,12,48,14,31,7,34,25,42,25,55,39,34,39,71,40,20,23,47,26,27,14,80,23,53,12,32.5199,2.03,63.7267,1.7233,56.5411,3.5295,36.933,2.9963,80.7119,5.0384,13.1804,1.0693,71.3127,4.4516,23.2909,0.94476,74.3206,1.1599,24.2734,0.24615,59,8,33,0,87,12,49,0
9,5,8,4,105846,7441,4243,9251,57.812,29,5,4,4,ns3:MovintLayer,ns3:ImintLayer,ns3:SigintLayer,ns3:SocintLayer,NaN,2,2,4,4,NaN,9282,6833,5491,6677,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,21,20,39,20,24,15,47,14,18,11,55,16,41,8,40,11,43,7,31,19,25,25,48,25,33,20,65,20,24,15,78,23,55,11,55,16,54,8,40,24,10.2411,3.4544,58.8301,27.4744,13.3341,1.1244,76.5984,8.9431,3.739,0.3153,85.9149,10.0308,21.3771,0.25753,70.1725,8.1929,19.7584,0.23803,64.8587,15.1449,53,1,29,17,74,0,42,25
9,5,9,3,111900,7707,8424,1342,28.4258,25,5,4,4,ns3:SocintLayer,ns3:MovintLayer,ns3:ImintLayer,ns3:SigintLayer,NaN,0,4,1,5,NaN,5366,10342,15865,4009,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,36,25,20,19,44,22,18,16,35,27,14,24,26,20,14,40,26,20,14,40,45,31,25,25,50,25,20,19,44,33,18,31,35,27,20,55,26,20,14,40,71.3679,26.9639,0.25972,1.4085,83.292,15.7345,0.15156,0.82189,55.6508,42.0514,0.10126,2.1966,52.0619,39.3396,0.37892,8.2196,55.0802,41.6202,0.40089,2.8987,25,25,25,25,25,25,25,25
9,5,10,1,80746,8174,2449,8019,66.738,56,5,4,4,ns3:ImintLayer,ns3:SigintLayer,ns3:MovintLayer,ns3:SocintLayer,NaN,3,2,2,2,NaN,6786,6832,4961,4602,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25,25,25,25,17,17,34,32,20,7,38,35,17,6,31,46,17,6,34,43,25,25,25,25,25,25,51,49,17,6,34,32,20,7,38,57,17,6,36,46,39.4903,14.5422,13.219,32.7485,16.5994,6.1127,22.2259,55.062,17.3046,2.1241,23.1701,57.4012,6.2118,3.05,8.3174,82.4209,6.0279,5.9194,8.0712,79.9815,12,0,32,56,16,0,45,79
10,5,1,1,240906,13670,5017,18642,50.3018,48,5,4,4,ns3:MovintLayer,ns3:SigintLayer,ns3:SocintLayer,ns3:ImintLayer,NaN,4,2,0,3,NaN,48370,25353,9577,29897,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,57,12,31,0,33,23,18,26,59,14,11,16,63,13,10,14,46,10,17,27,65,14,37,0,57,40,31,47,93,23,18,26,69,14,11,16,63,13,25,39,64.5335,2.161,31.8674,1.4381,58.2445,7.8017,28.7619,5.1919,90.71,1.7358,6.3991,1.1551,95.1287,0.91016,3.3554,0.60569,85.025,0.81349,11.9961,2.1654,48,7,17,28,86,12,32,52
10,5,2,6,293043,89186,7336,31306,55.6254,1,5,4,4,ns3:MovintLayer,ns3:SocintLayer,ns3:SigintLayer,ns3:ImintLayer,NaN,3,3,1,1,NaN,56034,6440,21736,10983,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,45,0,38,17,28,20,23,29,20,14,46,20,24,0,53,23,44,0,39,17,66,0,56,25,45,32,38,49,28,20,67,29,20,0,46,20,59,0,53,23,21.61,16.3268,35.5311,26.5321,9.4542,28.5712,15.5445,46.4302,8.1823,24.7275,26.9065,40.1838,9.7974,9.8695,32.2175,48.1157,24.6474,24.8288,20.2625,30.2613,33,1,36,30,55,0,63,53
10,5,3,0,124053,8480,3320,17328,90.3898,89,5,4,4,ns3:SigintLayer,ns3:SocintLayer,ns3:MovintLayer,ns3:ImintLayer,NaN,1,0,3,1,NaN,7448,7793,10568,5696,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,17,67,0,16,19,72,0,9,19,72,0,9,15,78,0,7,13,82,0,5,25,100,0,25,17,67,0,9,19,72,0,9,19,100,0,9,15,100,0,7,24.3503,43.7086,3.5156e-005,31.9411,30.9383,55.534,4.4668e-005,13.5276,19.8917,71.4108,2.8719e-005,8.6975,5.8449,83.9325,8.4387e-006,10.2226,6.3302,90.9019,2.2849e-006,2.7679,8,89,0,3,9,100,0,4
10,5,4,2,131934,10794,7097,17601,32.6171,49,5,4,4,ns3:ImintLayer,ns3:MovintLayer,ns3:SocintLayer,ns3:SigintLayer,NaN,1,1,0,4,NaN,6577,9913,4472,13033,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6,51,22,21,17,54,15,14,14,56,12,18,11,67,9,13,8,45,39,8,6,58,25,25,24,79,22,21,17,69,15,23,14,86,12,18,11,67,58,13,0.22879,87.4355,5.1341,7.2016,0.25212,96.3496,1.4144,1.9839,0.063827,97.569,0.35807,2.0091,0.032306,98.7696,0.18124,1.0169,0.031958,97.7071,1.255,1.006,2,49,48,1,3,77,75,3
10,5,5,0,119933,11912,4176,15400,75.6794,72,5,4,4,ns3:SocintLayer,ns3:SigintLayer,ns3:ImintLayer,ns3:MovintLayer,NaN,0,1,1,3,NaN,5496,6944,8280,6432,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,15,14,14,57,12,10,10,68,13,7,10,70,9,5,18,68,17,4,26,53,25,25,25,100,15,14,14,92,12,6,10,68,13,7,26,100,21,5,32,68,3.5952,23.702,12.6747,60.028,2.2466,14.8112,7.9203,75.0219,2.4928,5.478,8.7881,83.2412,0.66282,1.4566,9.3468,88.5338,2.039,1.1202,28.7531,68.0878,6,4,18,72,7,5,25,100
10,5,6,5,135485,17147,22385,16584,77.4075,8,5,4,4,ns3:SocintLayer,ns3:ImintLayer,ns3:MovintLayer,ns3:SigintLayer,NaN,0,4,1,1,NaN,3207,13401,5832,9608,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,58,14,14,14,71,10,10,9,56,8,17,19,65,6,17,12,78,5,11,6,100,25,25,25,100,14,14,14,71,10,22,25,97,8,26,19,100,6,14,9,39.8542,23.4771,25.6996,10.969,56.9939,16.7869,18.376,7.8432,31.9012,9.3961,41.1424,17.5603,39.9851,2.9443,51.5681,5.5025,82.3439,0.86619,15.1711,1.6188,84,4,8,4,100,5,10,5
10,5,7,6,118181,7026,10752,23471,39.4941,4,5,4,4,ns3:SigintLayer,ns3:ImintLayer,ns3:SocintLayer,ns3:MovintLayer,NaN,4,3,0,3,NaN,6210,5583,6399,5513,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,15,14,57,14,20,19,43,18,32,32,26,10,26,26,41,7,35,17,44,4,25,25,100,25,15,14,33,14,53,53,43,18,32,32,52,10,53,26,67,7,32.5199,2.03,63.7267,1.7233,56.5411,3.5295,36.933,2.9963,80.7119,5.0384,13.1804,1.0693,71.3127,4.4516,23.2909,0.94476,74.3206,1.1599,24.2734,0.24615,29,17,50,4,42,25,74,6
10,5,8,3,161007,17754,9696,19504,46.1296,31,5,4,4,ns3:MovintLayer,ns3:ImintLayer,ns3:SigintLayer,ns3:SocintLayer,NaN,1,5,2,5,NaN,27922,6383,10431,16634,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,15,14,57,14,31,9,52,8,23,23,37,17,50,15,24,11,46,14,21,19,25,25,100,25,51,14,86,14,31,32,52,25,74,23,37,17,50,15,24,22,10.2411,3.4544,58.8301,27.4744,13.3341,1.1244,76.5984,8.9431,3.739,0.3153,85.9149,10.0308,21.3771,0.25753,70.1725,8.1929,19.7584,0.23803,64.8587,15.1449,39,0,31,30,40,0,32,31
10,5,9,1,94576,5489,5020,14295,45.3109,51,5,4,4,ns3:SocintLayer,ns3:MovintLayer,ns3:ImintLayer,ns3:SigintLayer,NaN,0,3,3,3,NaN,5200,7231,5007,5608,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,58,14,14,14,67,11,11,11,40,28,6,26,30,21,17,32,39,28,22,11,100,25,25,25,82,14,14,14,67,47,11,45,40,28,24,44,30,21,17,9,71.3679,26.9639,0.25972,1.4085,83.292,15.7345,0.15156,0.82189,55.6508,42.0514,0.10126,2.1966,52.0619,39.3396,0.37892,8.2196,55.0802,41.6202,0.40089,2.8987,51,26,17,6,72,36,25,9
10,5,10,3,104235,10688,8402,10793,61.8618,38,5,4,4,ns3:ImintLayer,ns3:SigintLayer,ns3:MovintLayer,ns3:SocintLayer,NaN,3,3,3,3,NaN,3799,5890,10337,10291,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,58,14,14,14,31,8,31,30,34,1,33,32,27,6,25,42,23,6,36,35,100,25,25,25,58,14,58,58,31,1,31,30,34,7,33,55,27,6,43,42,39.4903,14.5422,13.219,32.7485,16.5994,6.1127,22.2259,55.062,17.3046,2.1241,23.1701,57.4012,6.2118,3.05,8.3174,82.4209,6.0279,5.9194,8.0712,79.9815,23,4,35,38,25,4,40,43
11,5,1,0,265500,63034,7080,22389,90.5355,85,5,4,4,ns3:MovintLayer,ns3:SigintLayer,ns3:SocintLayer,ns3:ImintLayer,NaN,0,0,0,0,NaN,35469,11380,6835,11249,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,75,5,15,5,70,10,15,5,97,1,1,1,97,1,1,1,80,1,18,1,75,5,15,5,70,10,15,5,97,1,1,1,97,1,1,1,80,1,18,1,64.5335,2.161,31.8674,1.4381,58.2445,7.8017,28.7619,5.1919,90.71,1.7358,6.3991,1.1551,95.1287,0.91016,3.3554,0.60569,85.025,0.81349,11.9961,2.1654,85,0,15,0,85,0,15,0
11,5,2,6,293313,9855,13946,27485,78.9274,0,5,4,4,ns3:MovintLayer,ns3:SocintLayer,ns3:SigintLayer,ns3:ImintLayer,NaN,0,0,2,0,NaN,29775,20404,18251,16675,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25,25,25,25,7,31,31,31,5,25,40,30,5,5,55,35,15,5,55,25,25,25,25,25,5,25,25,25,5,25,40,30,5,5,55,35,15,5,55,25,21.61,16.3268,35.5311,26.5321,9.4542,28.5712,15.5445,46.4302,8.1823,24.7275,26.9065,40.1838,9.7974,9.8695,32.2175,48.1157,24.6474,24.8288,20.2625,30.2613,5,0,90,5,5,0,90,5
11,5,3,1,247558,53723,4196,20466,76.928,85,5,4,4,ns3:SigintLayer,ns3:SocintLayer,ns3:MovintLayer,ns3:ImintLayer,NaN,0,0,0,0,NaN,14913,10966,8049,7940,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,85,5,5,15,75,5,5,15,75,5,5,9,80,1,10,14,80,1,5,5,85,5,5,15,75,5,5,15,75,5,5,9,80,1,10,14,80,1,5,24.3503,43.7086,3.5156e-005,31.9411,30.9383,55.534,4.4668e-005,13.5276,19.8917,71.4108,2.8719e-005,8.6975,5.8449,83.9325,8.4387e-006,10.2226,6.3302,90.9019,2.2849e-006,2.7679,15,85,0,0,15,85,0,0
11,5,4,1,191436,14429,5897,15724,53.0718,85,5,4,4,ns3:ImintLayer,ns3:MovintLayer,ns3:SocintLayer,ns3:SigintLayer,NaN,0,0,0,0,NaN,5304,3790,5585,16145,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25,25,25,25,15,75,5,5,10,75,5,10,5,80,5,10,1,79,15,5,25,25,25,25,15,75,5,5,10,75,5,10,5,80,5,10,1,79,15,5,0.22879,87.4355,5.1341,7.2016,0.25212,96.3496,1.4144,1.9839,0.063827,97.569,0.35807,2.0091,0.032306,98.7696,0.18124,1.0169,0.031958,97.7071,1.255,1.006,0,85,15,0,0,80,15,0
11,5,5,1,210391,17533,6723,15069,86.2085,80,5,4,4,ns3:SocintLayer,ns3:SigintLayer,ns3:ImintLayer,ns3:MovintLayer,NaN,0,0,0,0,NaN,5772,3244,4227,4617,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25,25,25,25,0,18,10,72,0,5,15,80,0,0,20,80,0,0,30,70,25,25,25,25,1,19,10,80,0,5,15,80,0,0,20,80,0,0,30,70,3.5952,23.702,12.6747,60.028,2.2466,14.8112,7.9203,75.0219,2.4928,5.478,8.7881,83.2412,0.66282,1.4566,9.3468,88.5338,2.039,1.1202,28.7531,68.0878,0,0,20,80,0,0,20,80
11,5,6,5,169584,1872,10156,7815,63.0636,0,5,4,4,ns3:SocintLayer,ns3:ImintLayer,ns3:MovintLayer,ns3:SigintLayer,NaN,0,0,0,0,NaN,6146,9812,2823,6021,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25,25,25,25,85,10,5,0,80,5,10,5,82,3,12,3,90,1,8,1,25,25,25,25,85,10,5,0,80,5,10,5,82,3,12,3,90,1,8,1,39.8542,23.4771,25.6996,10.969,56.9939,16.7869,18.376,7.8432,31.9012,9.3961,41.1424,17.5603,39.9851,2.9443,51.5681,5.5025,82.3439,0.86619,15.1711,1.6188,100,0,0,0,100,0,0,0
